,Order Id,Mode,Order Category,Market,Symbol,Inst Type,Expiry,Opt Type,Strike,Filled Qty,Filled Price,Status,Exch Order Id,Trade Id,Parent Cl Code,Child Cl Code,Part Code,Time,GTD Date,Product,
,190803000000005,Buy,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,1,21040.00,FILLED,O0ewlsATB8wA,T9urExCZNs,V69210,V69210,,03Aug2019 09:34:04,,NRML,
,190803000000265,Buy,Single,BSECM,TATACOMM,Common Stock,,,,1,467.00,FILLED,1564806705747018675,75900,V69210,V69210,,03Aug2019 11:26:22,,MIS,
,190803000000206,Buy,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,2,21040.00,FILLED,O0ewlsATBSCN,T9urExCeTX,V69210,V69210,,03Aug2019 11:09:50,,MIS,
,190803000000265,Buy,Single,BSECM,TATACOMM,Common Stock,,,,1,467.00,FILLED,1564806705747018675,69900,V69210,V69210,,03Aug2019 11:26:05,,MIS,
,190803000000451,Buy,Single,MCX,COPPER19AUGFUT,Future,30/08/2019,,,2500,460.00,FILLED,241921500067255,710000245,V69210,V69210,,03Aug2019 12:17:11,,NRML,
,190803000000240,Sell,Single,NCDEX,SUGARM18OCT2019,Future,18/10/2019,,,20,3166.00,FILLED,O0ewlsATBSzA,T9urExCeau,V69210,V69210,,03Aug2019 11:21:01,,MIS,
,190803000000228,Buy,Single,NCDEX,BARLEYJPR20AUG2019,Future,20/08/2019,,,10,1825.00,FILLED,O0ewlsATBSmY,T9urExCeZc,V69210,V69210,,03Aug2019 11:19:16,,MIS,
,190803000000023,Buy,Single,NSECM,TATACHEM-EQ,Common Stock,,,,1,615.00,FILLED,1300000000000743,75265319,V69210,V69210,,03Aug2019 10:01:24,,MARGIN,
,190803000000089,Sell,Single,NCDEX,SYOREF18OCT2019,Future,18/10/2019,,,10,726.60,FILLED,O0ewlsBdqa6P,T9urExUBKY,V69210,V69210,,03Aug2019 10:20:59,,MIS,
,190803000000150,Sell,Single,NCDEX,MOONG20AUG2019,Future,20/08/2019,,,5,6320.00,FILLED,O0ewlsATBIzx,T9urExCcSD,V69210,V69210,,03Aug2019 10:48:22,,MIS,
,190803000000046,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,10,6410.00,FILLED,O0ewlsBdqZJB,T9urExUBCZ,V69210,V69210,,03Aug2019 10:13:43,,MARGIN,
,190803000000009,Sell,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,1,21020.00,FILLED,O0ewlsATB93R,T9urExCZOe,V69210,V69210,,03Aug2019 09:35:42,,MARGIN,
,190803000000077,Sell,Single,NCDEX,DHANIYA20SEP2019,Future,20/09/2019,,,10,6442.00,FILLED,O0ewlsBdqa0O,T9urExUBJR,V69210,V69210,,03Aug2019 10:19:54,,MIS,
,190803000000015,Buy,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,1,21000.00,FILLED,O0ewlsATBAbX,T9urExCZZC,V69210,V69210,,03Aug2019 09:54:19,,MIS,
,190803000000174,Sell,Single,NCDEX,MOONG20AUG2019,Future,20/08/2019,,,5,6330.00,FILLED,O0ewlsATBRdv,T9urExCeP7,V69210,V69210,,03Aug2019 11:02:21,,MIS,
,190803000000039,Buy,Single,NCDEX,COCUDAKL20AUG2019,Future,20/08/2019,,,10,3311.00,FILLED,O0ewlsBdqYvz,T9urExUB8d,V69210,V69210,,03Aug2019 10:10:11,,NRML,
,190803000000235,Sell,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,4,20960.00,FILLED,O0ewlsATBSvB,T9urExCea8,V69210,V69210,,03Aug2019 11:20:02,,MIS,
,190803000000230,Buy,Single,NCDEX,CASTOR20AUG2019,Future,20/08/2019,,,5,5610.00,FILLED,O0ewlsBdqzlB,T9urExUIhA,V69210,V69210,,03Aug2019 11:18:25,,MIS,
,190803000000011,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,10,6413.00,FILLED,O0ewlsBdqVFl,T9urExUAfa,V69210,V69210,,03Aug2019 09:40:38,,NRML,
,190803000000075,Sell,Single,NCDEX,CASTOR20AUG2019,Future,20/08/2019,,,5,5600.00,FILLED,O0ewlsBdqZzH,T9urExUBJM,V69210,V69210,,03Aug2019 10:19:44,,MIS,
,190803000000041,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,10,6402.00,FILLED,O0ewlsBdqYy7,T9urExUB9Y,V69210,V69210,,03Aug2019 10:11:08,,NRML,
,190803000000076,Sell,Single,NCDEX,CPO30SEP2019,Future,30/09/2019,,,10,518.50,FILLED,O0ewlsBdqZzt,T9urExUBJQ,V69210,V69210,,03Aug2019 10:19:49,,MIS,
,190803000000054,Buy,Single,NCDEX,DHANIYA20AUG2019,Future,20/08/2019,,,10,6403.00,FILLED,O0ewlsBdqZT7,T9urExUBOa,V69210,V69210,,03Aug2019 10:26:28,,NRML,
,190803000000085,Sell,Single,NCDEX,RMSEED20AUG2019,Future,20/08/2019,,,10,3911.00,FILLED,O0ewlsATBCPT,T9urExCZqI,V69210,V69210,,03Aug2019 10:20:35,,MIS,
,190803000000221,Buy,Single,NSECDS,USDINR19AUGFUT,Future,28/08/2019,,,3,68.0450,FILLED,1000000000004608,2508,V69210,V69210,,03Aug2019 11:16:38,,MARGIN,
,190803000000014,Buy,Single,NCDEX,COTTON18OCT2019,Future,18/10/2019,,,5,21000.00,FILLED,O0ewlsATBAOc,T9urExCZXK,V69210,V69210,,03Aug2019 09:52:34,,NRML,
,190803000000176,Sell,Single,NCDEX,MOONG20AUG2019,Future,20/08/2019,,,5,6330.00,FILLED,O0ewlsATBRfn,T9urExCePK,V69210,V69210,,03Aug2019 11:02:36,,NRML,
,190803000000074,Sell,Single,NCDEX,BARLEYJPR20AUG2019,Future,20/08/2019,,,10,1825.00,FILLED,O0ewlsATBCM2,T9urExCZpg,V69210,V69210,,03Aug2019 10:19:39,,MIS,
